151
4 3 2
8 9 502507094 530460647
9 10 57123291 846716419
8 10 317672795 764907870
4 8 453550391 828352780
1 5 428547419 992223460
6 10 324016931 589944817
1 6 588529190 880544264
5 10 960453677 960453677
4 7 348533499 458948798
5 7 17886063 17886063
2 10 702232642 702232642
1 3 683269663 893853724
6 8 792866117 792866117
1 4 961293699 993871823
3 7 620529074 620529074
5 4 4
1 2 718071804 769307653
2 3 719271245 732951229
3 4 6075208 6075208
4 5 822887406 903158092
4 4 2
1 2 165481647 610771032
2 3 349679524 663119825
3 4 152314470 152314470
2 4 764275831 878023648
